model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires
Mercedes,177140,100,diesel,grey,hatchback,True,True,False,False,True,False,True
Citroën,106692,120,diesel,blue,estate,True,True,False,False,True,False,True
Audi,216083,155,diesel,silver,sedan,True,True,False,True,True,True,True
Audi,211430,190,diesel,grey,estate,True,True,True,True,True,False,True
Citroën,209591,122,diesel,blue,estate,True,True,False,False,True,False,True
Citroën,186697,135,diesel,white,estate,False,False,False,False,False,False,False
Peugeot,132926,100,diesel,blue,sedan,False,True,False,False,False,False,True
Citroën,191723,120,diesel,black,sedan,True,True,False,False,False,True,True
BMW,62544,85,diesel,grey,subcompact,False,True,False,False,False,False,True
Citroën,142907,105,diesel,blue,hatchback,False,False,False,False,False,False,False
Renault,119364,120,diesel,grey,sedan,True,True,False,False,False,False,True
Renault,52605,120,diesel,black,estate,True,True,False,False,True,False,True
Nissan,153960,135,diesel,grey,suv,False,False,False,False,False,False,False
SEAT,148097,190,diesel,black,suv,False,True,False,True,True,False,True
Renault,147910,120,diesel,grey,estate,True,True,False,False,True,False,True
Citroën,212008,120,diesel,black,sedan,False,False,False,False,False,False,True
Renault,232842,135,diesel,black,estate,True,True,True,False,True,True,True
BMW,175661,110,diesel,black,suv,True,True,False,True,True,True,True
Citroën,141926,135,diesel,grey,estate,False,True,False,False,True,True,True
Peugeot,182951,100,diesel,blue,estate,True,False,False,False,False,False,True
Audi,96166,135,diesel,grey,hatchback,False,True,False,False,False,False,True
Renault,289174,120,diesel,grey,estate,True,False,False,False,False,False,True
Audi,134043,160,diesel,grey,sedan,True,True,False,True,True,True,True
BMW,161818,85,diesel,white,subcompact,True,True,False,False,False,False,True
Nissan,189552,120,diesel,black,suv,True,True,True,False,False,False,True
Toyota,193657,85,diesel,silver,van,False,False,False,False,False,False,True
Mitsubishi,68178,230,diesel,black,suv,True,True,True,True,False,False,True
Renault,165271,135,petrol,black,estate,True,True,False,False,True,False,False
Opel,89843,135,diesel,black,hatchback,False,True,False,False,True,True,True
Nissan,117589,85,diesel,grey,suv,False,True,False,False,False,False,True
BMW,82721,85,diesel,white,hatchback,False,True,False,False,False,False,True
PGO,107560,190,diesel,grey,estate,False,False,False,False,False,False,False
Peugeot,123911,105,diesel,grey,estate,False,True,False,False,False,False,True
Renault,165385,135,diesel,black,sedan,False,True,False,False,True,False,True
Citroën,108747,135,diesel,brown,sedan,False,True,False,True,True,False,True
Audi,124409,230,diesel,silver,estate,False,True,True,True,False,True,True
Peugeot,217330,90,diesel,black,estate,True,True,False,False,False,False,True
Peugeot,202533,100,diesel,black,estate,False,True,False,False,False,True,True
Toyota,219374,155,diesel,black,suv,True,True,True,True,True,True,True
Mercedes,191349,100,diesel,beige,hatchback,False,True,False,False,False,False,True
Peugeot,111622,100,diesel,black,estate,True,True,False,False,False,False,True
Mitsubishi,221328,155,diesel,grey,suv,True,True,False,True,False,False,True
Renault,143386,120,diesel,black,estate,True,True,True,False,True,False,True
Renault,181535,85,diesel,brown,estate,False,True,False,False,False,False,True
Citroën,339716,135,diesel,black,sedan,False,True,False,False,True,False,True
Toyota,150904,112,diesel,black,van,True,True,False,False,False,False,True
Citroën,175031,135,petrol,brown,sedan,False,True,False,False,True,False,True
Citroën,149390,135,diesel,white,estate,False,True,True,False,False,False,True
Renault,29668,85,diesel,brown,estate,True,True,False,False,True,False,True
Nissan,162933,105,diesel,brown,suv,True,True,False,False,True,False,True
BMW,99123,190,diesel,blue,suv,True,True,False,True,True,True,True
BMW,111119,85,diesel,blue,hatchback,False,True,False,False,False,False,True
Renault,127511,140,diesel,black,estate,True,True,False,False,True,False,True
BMW,155733,85,diesel,black,hatchback,False,True,False,False,False,False,True
Renault,131474,85,diesel,blue,estate,False,True,False,False,False,False,True
Audi,170151,120,diesel,grey,hatchback,False,True,False,False,False,False,True
BMW,125941,85,diesel,black,hatchback,True,True,False,False,True,False,True
Audi,130121,190,diesel,grey,estate,True,True,True,True,True,False,True
Renault,137667,137,diesel,black,estate,True,True,True,False,True,True,True
Renault,93090,120,diesel,grey,sedan,True,True,False,False,True,True,True
Citroën,179203,122,diesel,black,estate,False,True,False,False,True,False,True
Citroën,170280,120,diesel,blue,sedan,True,False,False,False,False,False,True
Peugeot,110772,105,diesel,black,sedan,False,True,False,False,True,False,False
BMW,188195,135,diesel,white,suv,False,False,False,True,True,False,True
BMW,104005,110,diesel,white,suv,False,False,False,False,False,False,False
Peugeot,162500,100,diesel,blue,sedan,True,True,False,False,False,False,True
BMW,184955,280,diesel,silver,estate,True,True,False,True,True,True,True
Citroën,77061,135,diesel,black,convertible,True,True,False,False,True,True,True
Audi,130343,160,diesel,silver,estate,False,True,False,False,False,False,True
Peugeot,236591,100,diesel,grey,estate,True,True,False,False,False,False,True
Citroën,282959,135,diesel,grey,estate,True,True,True,False,True,True,True
Toyota,220471,155,diesel,black,suv,True,True,True,True,True,True,True
Renault,160619,85,diesel,black,estate,False,True,False,False,True,False,True
Nissan,160479,105,diesel,black,suv,False,True,True,False,False,False,True
BMW,67211,140,diesel,black,suv,False,True,False,True,True,False,True
Renault,142031,85,diesel,black,estate,False,True,False,False,False,False,True
Mitsubishi,78156,190,diesel,black,suv,True,True,False,True,True,False,True
Citroën,309641,135,diesel,black,estate,True,True,False,False,True,False,True
Audi,191622,230,diesel,grey,sedan,True,True,False,False,True,True,True
BMW,155624,85,diesel,grey,hatchback,True,True,False,False,False,False,True
Citroën,163131,135,diesel,grey,sedan,True,False,False,False,True,False,True
Renault,121100,230,diesel,black,coupe,True,True,True,True,True,True,True
Renault,187462,120,diesel,black,sedan,False,True,False,False,False,False,True
Suzuki,39725,280,diesel,black,suv,False,True,False,True,True,True,True
Citroën,165476,122,diesel,white,hatchback,True,True,False,False,True,False,True
Peugeot,150122,100,diesel,grey,estate,True,True,False,False,True,False,True
BMW,118846,135,diesel,black,suv,False,True,False,False,False,False,True
Citroën,62057,170,diesel,blue,sedan,True,True,False,False,True,True,True
Renault,204854,135,diesel,black,estate,True,True,False,False,True,True,True
Citroën,258653,120,diesel,grey,estate,True,False,False,False,False,True,True
Citroën,54484,100,diesel,blue,hatchback,False,True,False,False,False,True,True
Citroën,82183,135,petrol,grey,sedan,False,False,False,False,False,False,False
BMW,251368,210,diesel,black,suv,True,True,True,False,True,True,True
Porsche,152470,25,hybrid_petrol,black,hatchback,False,True,False,False,False,False,True
Renault,299054,135,diesel,brown,estate,True,True,True,False,True,True,True
SEAT,44549,190,diesel,grey,suv,True,True,True,True,True,False,True
Citroën,94654,135,diesel,black,estate,False,True,False,True,True,True,True
BMW,67373,110,diesel,grey,suv,False,True,False,False,False,False,True
Nissan,181134,100,diesel,grey,suv,True,False,False,True,True,False,True
Audi,105150,220,diesel,blue,estate,True,True,True,False,True,False,True
Renault,145193,85,diesel,grey,estate,True,True,False,False,False,False,True
Renault,105850,85,diesel,grey,sedan,False,True,True,False,False,False,True
Citroën,33947,135,petrol,grey,coupe,False,True,False,False,True,True,True
Citroën,116489,120,diesel,blue,sedan,False,True,False,False,True,True,True
Renault,173302,210,diesel,grey,coupe,True,True,True,False,True,False,True
Mercedes,168589,100,diesel,black,hatchback,True,True,True,False,False,False,True
BMW,214982,85,diesel,black,subcompact,False,False,False,False,False,False,True
Citroën,193330,120,diesel,grey,coupe,True,True,False,False,True,True,True
Renault,125783,135,diesel,grey,sedan,True,True,True,False,False,False,True
BMW,145350,85,diesel,blue,hatchback,True,True,False,False,False,False,True
Renault,236316,85,diesel,silver,sedan,False,True,False,False,False,False,True
Audi,119926,135,diesel,grey,hatchback,False,True,True,False,True,True,True
Citroën,161335,135,diesel,white,sedan,False,False,False,False,False,False,False
Volkswagen,286329,180,diesel,black,hatchback,True,True,True,False,True,False,True
BMW,87337,105,diesel,blue,hatchback,False,False,False,False,False,False,False
Volkswagen,203460,190,diesel,grey,sedan,False,True,False,True,True,False,True
BMW,60979,85,diesel,brown,hatchback,False,False,False,False,False,False,True
Citroën,13929,317,petrol,grey,convertible,True,True,False,False,False,True,True
BMW,174585,190,diesel,grey,suv,True,True,False,False,True,False,True
Peugeot,121180,110,diesel,blue,van,False,False,False,False,False,False,False
Peugeot,74846,135,diesel,white,hatchback,False,True,True,False,False,False,False
Nissan,119493,85,diesel,grey,suv,False,True,False,False,False,False,True
BMW,157094,135,diesel,white,suv,False,False,True,True,True,True,True
Renault,124629,135,diesel,white,sedan,True,False,False,False,False,False,True
Mitsubishi,95139,190,diesel,grey,suv,True,True,False,True,True,True,True
Audi,185299,190,diesel,blue,estate,True,True,True,False,True,True,True
Peugeot,180471,90,diesel,grey,sedan,False,False,False,False,False,False,True
Renault,147256,85,diesel,blue,estate,True,True,False,False,False,False,True
Citroën,153849,120,diesel,silver,estate,True,True,False,False,False,False,True
Renault,129180,135,diesel,grey,sedan,True,True,False,False,True,False,True
BMW,54612,135,diesel,black,suv,True,True,False,True,True,True,True
PGO,107923,190,diesel,blue,sedan,True,True,True,False,True,True,True
Peugeot,191538,105,diesel,black,estate,False,True,False,False,True,False,True
BMW,130399,100,diesel,brown,suv,True,True,True,False,True,False,True
PGO,127461,190,diesel,silver,estate,False,True,False,False,False,False,True
Peugeot,117321,100,diesel,grey,estate,True,False,False,False,False,True,True
Peugeot,91909,100,diesel,white,estate,True,True,False,False,True,True,True
Citroën,150482,120,diesel,brown,sedan,True,True,True,False,False,False,True
Mercedes,158005,105,diesel,silver,hatchback,True,True,False,False,False,False,True
Peugeot,119242,105,diesel,brown,sedan,True,False,False,False,False,False,True
Nissan,115466,100,diesel,black,suv,True,True,False,False,False,False,True
Peugeot,175280,105,diesel,brown,sedan,True,True,False,False,False,False,True
Citroën,191710,120,diesel,white,sedan,False,True,False,False,False,True,True
Renault,126933,120,diesel,beige,estate,False,True,False,False,False,False,True
Citroën,209208,135,diesel,black,estate,False,False,False,False,False,False,False
Mitsubishi,78041,160,diesel,black,suv,True,True,False,True,True,False,True
Citroën,156279,120,diesel,black,sedan,True,True,False,False,False,False,True
BMW,126165,135,diesel,grey,suv,True,True,False,True,True,True,True
Citroën,274948,135,diesel,grey,estate,True,True,False,False,False,False,True
Audi,42067,110,diesel,black,hatchback,True,True,False,False,True,False,True
Peugeot,195032,100,diesel,grey,estate,False,False,False,False,False,False,True
Citroën,80165,135,diesel,white,coupe,False,False,False,False,False,False,False
BMW,109347,135,diesel,black,suv,True,True,True,True,True,True,True
Renault,114589,135,diesel,grey,estate,True,True,True,False,True,True,True
Peugeot,115924,100,diesel,white,estate,True,True,False,False,True,False,True
Renault,177268,135,diesel,blue,estate,True,True,False,False,True,False,True
Citroën,278612,120,diesel,black,estate,True,True,False,False,False,False,True
Toyota,48012,85,diesel,blue,van,True,True,False,False,False,True,True
Toyota,163188,225,diesel,silver,suv,True,True,True,True,True,False,True
Citroën,194450,120,diesel,black,sedan,True,True,False,False,True,True,True
BMW,15084,100,diesel,blue,suv,True,True,False,False,False,False,True
BMW,74091,105,diesel,beige,suv,True,False,False,False,True,False,True
Renault,189503,85,diesel,blue,sedan,False,True,False,False,False,False,True
Subaru,39628,180,diesel,black,suv,True,True,False,True,True,False,True
BMW,167323,105,diesel,grey,suv,False,True,False,False,False,False,True
Renault,118597,85,diesel,grey,sedan,True,True,False,False,False,False,True
Citroën,136684,105,diesel,blue,hatchback,False,False,False,False,False,False,True
Peugeot,144561,135,diesel,blue,hatchback,True,True,False,False,False,False,True
Citroën,132589,135,diesel,grey,estate,True,True,False,False,False,False,True
Nissan,129691,105,diesel,black,suv,False,True,False,False,True,False,True
Citroën,68060,110,diesel,black,hatchback,False,True,False,False,False,False,True
Renault,186105,120,diesel,grey,sedan,True,True,False,False,False,False,True
Audi,122550,160,diesel,black,estate,True,True,True,False,True,False,True
Maserati,114983,230,diesel,black,sedan,True,True,True,True,True,False,True
Audi,191344,160,diesel,black,sedan,True,True,False,False,False,True,True
Peugeot,116892,105,diesel,blue,estate,False,False,False,False,False,False,False
Peugeot,54354,100,diesel,white,estate,True,True,False,False,True,False,True
Renault,111202,85,diesel,brown,sedan,False,True,False,False,False,False,True
Citroën,63928,105,diesel,grey,hatchback,True,True,False,False,False,False,True
Nissan,173398,120,diesel,orange,suv,True,True,False,True,True,False,True
Peugeot,198759,105,diesel,blue,estate,False,True,False,False,False,False,True
BMW,75493,85,diesel,black,hatchback,False,False,False,False,False,False,True
BMW,110575,85,diesel,blue,hatchback,False,False,False,False,False,False,True
BMW,161348,120,diesel,black,suv,False,False,False,True,False,False,True
Peugeot,152502,105,diesel,silver,estate,False,True,False,False,False,False,True
Renault,143447,135,diesel,black,estate,True,True,False,False,True,True,True
Renault,154062,135,diesel,black,estate,False,True,False,False,True,True,True
Audi,14902,190,diesel,white,estate,True,True,False,True,True,False,True
Nissan,168996,100,diesel,brown,suv,False,False,False,False,False,False,True
BMW,207712,110,diesel,black,suv,False,True,False,True,False,False,True
Citroën,160469,135,diesel,white,sedan,False,False,False,False,False,False,False
Renault,131899,85,diesel,black,estate,False,True,False,False,False,False,True
Renault,138240,120,diesel,blue,sedan,False,True,False,False,False,False,True
Mitsubishi,93095,280,diesel,white,suv,True,True,True,False,True,False,True
Nissan,80489,135,diesel,grey,suv,True,True,False,False,False,False,False
Peugeot,98200,100,diesel,black,estate,False,True,False,False,False,False,True
Citroën,281110,105,diesel,black,hatchback,False,False,False,False,False,False,True
Peugeot,84120,105,diesel,black,estate,True,True,False,False,False,False,True
Renault,83215,135,diesel,white,estate,False,True,False,False,True,True,True
Subaru,110474,225,diesel,white,suv,True,True,True,True,True,False,True
BMW,117221,135,diesel,grey,suv,False,True,False,False,False,False,True
Citroën,73651,135,petrol,black,hatchback,False,False,False,False,False,False,False
Citroën,351046,90,diesel,grey,subcompact,False,False,False,False,False,False,True
Renault,137134,120,diesel,grey,sedan,True,True,False,False,False,False,True
Citroën,55937,135,diesel,silver,estate,False,True,False,True,False,False,True
Renault,173109,120,diesel,grey,estate,True,True,False,False,False,False,True
Nissan,120970,85,diesel,white,suv,False,True,False,False,True,False,True
Mitsubishi,154197,190,diesel,black,suv,False,True,False,True,True,False,True
Citroën,152383,135,diesel,black,coupe,True,False,False,False,True,True,True
Renault,162756,85,diesel,grey,estate,True,True,False,False,False,False,True
Peugeot,477571,85,diesel,grey,hatchback,False,True,False,False,False,True,False
Peugeot,126213,225,petrol,white,convertible,False,False,False,False,False,True,True
Renault,160310,85,diesel,brown,sedan,True,False,False,False,False,False,True
Audi,98792,190,diesel,blue,sedan,True,True,False,False,False,True,True
BMW,150306,140,diesel,grey,suv,True,True,True,True,True,True,True
Peugeot,135365,100,diesel,black,estate,False,True,False,False,False,False,True
Citroën,151015,135,diesel,grey,sedan,True,True,False,True,True,False,True
Renault,78994,135,diesel,blue,sedan,True,True,True,True,True,False,True
Peugeot,161449,105,diesel,red,estate,False,True,False,False,False,False,True
Peugeot,148194,105,diesel,grey,estate,False,True,False,False,False,False,True
BMW,89016,105,diesel,silver,suv,False,False,False,False,False,False,False
Mitsubishi,80307,280,diesel,black,suv,True,True,True,True,False,True,True
Citroën,146393,135,diesel,brown,estate,True,True,True,False,True,True,True
BMW,180502,120,diesel,silver,suv,True,True,True,True,False,False,True
Renault,103903,85,diesel,white,sedan,True,True,False,False,True,False,True
Citroën,147073,122,diesel,black,estate,True,True,False,False,True,False,True
Mitsubishi,169545,155,diesel,grey,suv,True,True,True,True,True,False,True
BMW,178599,105,diesel,black,suv,False,True,False,False,False,False,True
Audi,245302,105,diesel,green,sedan,False,True,False,False,False,False,True
SEAT,25830,140,diesel,black,suv,True,True,False,True,True,True,True
Citroën,123134,135,diesel,black,estate,True,True,False,False,True,True,True
Renault,152679,120,diesel,grey,estate,False,False,False,False,False,False,True
Renault,121036,85,diesel,grey,estate,False,True,False,False,False,False,True
Nissan,170847,135,diesel,blue,suv,False,False,False,False,False,False,True
Suzuki,124726,280,diesel,black,suv,True,True,True,True,True,True,True
Volkswagen,222424,190,diesel,blue,sedan,False,False,False,False,False,False,False
Ferrari,212200,190,diesel,blue,sedan,True,True,True,False,False,False,True
BMW,116035,85,diesel,grey,hatchback,True,True,True,False,False,True,True
BMW,158618,280,diesel,blue,sedan,True,True,False,True,False,True,True
Nissan,111193,130,diesel,black,suv,True,False,True,True,False,False,True
Renault,178789,137,diesel,black,estate,True,True,False,False,True,False,True
Renault,217497,120,diesel,brown,sedan,False,True,False,False,False,False,True
Audi,230365,145,diesel,black,estate,True,True,True,False,True,True,True
Renault,179833,85,diesel,beige,sedan,False,False,False,False,False,False,True
BMW,98254,85,diesel,grey,hatchback,False,False,False,False,True,True,True
Audi,314985,173,diesel,blue,estate,True,True,True,False,True,False,True
Toyota,219372,155,diesel,black,suv,True,True,True,True,True,True,True
Mitsubishi,181159,225,diesel,brown,suv,True,True,False,True,True,False,True
Peugeot,151280,105,diesel,blue,estate,False,True,False,False,True,False,True
BMW,121243,135,diesel,white,suv,False,True,False,True,True,False,True
Peugeot,121430,105,diesel,white,estate,False,True,False,False,True,False,True
Peugeot,127670,100,diesel,brown,estate,False,True,False,False,False,False,True
Citroën,96941,100,diesel,blue,hatchback,False,True,False,False,True,True,True
Volkswagen,100394,120,diesel,grey,hatchback,True,True,True,False,True,False,True
Citroën,261692,110,petrol,black,sedan,False,False,True,False,True,True,True
Citroën,332702,110,diesel,black,estate,False,False,False,False,False,False,True
Peugeot,24868,100,petrol,grey,convertible,False,True,False,False,False,False,True
Audi,98410,160,diesel,blue,sedan,False,True,False,False,True,True,True
Renault,176695,135,diesel,grey,estate,True,True,True,False,True,True,True
Audi,82450,135,diesel,grey,hatchback,True,True,False,True,True,False,True
Audi,175235,190,diesel,white,estate,True,True,False,False,True,True,True
Peugeot,197057,90,diesel,silver,sedan,True,True,False,False,False,False,True
Peugeot,99262,100,diesel,blue,sedan,True,True,True,False,False,False,True
Citroën,210764,100,diesel,grey,hatchback,False,True,False,False,False,False,True
BMW,154812,135,diesel,black,suv,False,True,False,True,True,True,True
Citroën,284984,110,diesel,grey,estate,True,False,False,False,True,False,True
Citroën,167125,135,diesel,black,estate,False,True,False,True,True,True,True
BMW,116168,190,diesel,grey,suv,True,True,True,True,True,True,True
Peugeot,161956,105,diesel,white,sedan,False,True,False,False,False,True,True
Peugeot,101005,105,diesel,silver,estate,False,False,False,False,True,False,True
Citroën,243093,110,diesel,grey,estate,True,False,False,False,False,False,True
Peugeot,108380,100,diesel,brown,estate,False,True,False,False,False,False,True
Audi,204091,135,diesel,black,hatchback,False,False,False,False,True,True,True
Renault,128219,135,diesel,white,estate,True,True,True,False,True,True,True
Mercedes,174999,100,diesel,black,hatchback,False,True,False,False,False,True,True
Citroën,139988,122,diesel,black,estate,True,True,False,False,True,True,True
Renault,130419,120,diesel,blue,estate,True,True,True,False,False,False,True
Renault,167001,135,diesel,grey,estate,True,True,False,False,True,False,True
Citroën,100000,120,diesel,grey,sedan,False,False,False,False,False,False,False
Renault,119679,135,diesel,black,sedan,True,True,False,False,True,False,True
Renault,20597,140,diesel,black,estate,True,True,False,False,True,False,True
BMW,148780,140,diesel,black,suv,True,True,False,True,True,True,True
Maserati,167779,225,diesel,black,sedan,True,True,True,True,True,False,True
Peugeot,183743,100,diesel,blue,estate,False,True,False,False,False,False,True
Renault,173590,120,diesel,black,estate,True,True,False,False,True,False,True
Audi,266607,150,diesel,black,estate,True,True,True,False,True,True,True
Opel,68267,135,diesel,black,hatchback,True,False,True,True,True,False,True
Renault,123988,120,diesel,grey,sedan,True,True,False,False,False,False,True
Renault,188160,135,diesel,grey,estate,False,True,True,False,True,False,True
Citroën,117770,120,diesel,black,sedan,False,True,False,False,False,False,True
Audi,388616,180,diesel,grey,sedan,True,True,False,False,True,False,True
Peugeot,198084,105,diesel,blue,estate,False,True,False,False,False,False,True
Renault,188900,142,diesel,grey,hatchback,True,True,True,False,True,False,True
BMW,248855,135,diesel,white,suv,False,False,False,True,False,False,True
Peugeot,151698,100,diesel,grey,sedan,True,True,False,False,False,False,True
Citroën,160879,120,diesel,silver,estate,False,True,True,False,False,False,True
Nissan,53361,105,diesel,white,suv,False,True,False,False,False,False,True
Citroën,176718,135,diesel,black,estate,True,True,False,False,True,True,True
Renault,186382,120,diesel,silver,estate,True,True,False,False,False,False,True
Mercedes,123471,105,diesel,black,hatchback,False,True,False,False,False,False,True
Peugeot,125974,105,diesel,grey,estate,False,True,False,False,False,False,True
Peugeot,135948,105,diesel,black,estate,True,True,True,False,True,True,True
BMW,107880,85,diesel,white,hatchback,False,False,False,False,True,True,True
Peugeot,115171,105,diesel,white,estate,False,False,False,False,False,False,False
Renault,166168,230,diesel,brown,hatchback,True,True,False,False,True,False,True
Audi,206236,135,diesel,grey,hatchback,True,True,False,True,True,True,True
Subaru,150500,225,diesel,black,suv,True,True,False,True,True,True,True
Citroën,153001,100,diesel,black,hatchback,False,True,False,False,True,True,False
Citroën,155526,120,diesel,grey,sedan,False,False,False,False,False,False,False
BMW,72374,85,diesel,red,estate,False,False,False,False,False,False,True
Ferrari,212425,180,diesel,white,sedan,True,True,False,False,True,False,True
Peugeot,162048,85,diesel,black,estate,True,False,False,False,True,True,True
Nissan,140814,105,diesel,black,suv,False,False,False,False,False,False,False
BMW,139829,100,diesel,brown,suv,True,True,False,False,False,False,True
Peugeot,84321,105,diesel,black,estate,False,True,False,False,False,False,True
BMW,151652,120,diesel,black,suv,True,True,False,True,False,False,True
BMW,122215,85,diesel,black,subcompact,False,False,False,False,False,False,True
BMW,192374,135,diesel,blue,suv,True,False,False,True,True,True,True
BMW,158991,135,diesel,grey,suv,True,True,False,True,True,True,True
BMW,191586,120,diesel,silver,suv,True,True,False,True,True,False,True
Nissan,145242,120,diesel,brown,suv,True,True,False,False,False,False,True
Citroën,280226,110,diesel,grey,estate,False,True,False,False,True,False,True
Peugeot,136563,105,diesel,white,estate,False,True,False,False,False,False,True
Citroën,135935,135,diesel,red,sedan,True,True,True,True,True,False,True
Mitsubishi,18439,233,petrol,black,suv,False,True,False,False,False,False,True
Peugeot,77546,100,diesel,black,sedan,True,True,False,False,True,False,True
Citroën,248176,110,diesel,grey,estate,True,True,True,False,False,False,True
Citroën,200663,135,diesel,black,sedan,True,True,False,False,True,False,True
Renault,123940,120,diesel,black,sedan,True,True,False,False,True,False,True
Volkswagen,51376,75,petrol,black,hatchback,False,False,False,False,True,True,True
Mercedes,43550,100,diesel,white,hatchback,False,True,False,False,False,False,True
Renault,140200,120,diesel,grey,sedan,True,True,False,False,False,False,True
Mercedes,102943,100,diesel,silver,hatchback,False,False,False,False,False,True,True
Renault,159660,120,diesel,black,sedan,False,True,False,False,False,False,True
Renault,191459,85,diesel,black,sedan,False,True,False,False,False,False,True
Peugeot,153228,100,diesel,grey,estate,True,True,False,False,False,False,True
Ferrari,180359,180,diesel,grey,sedan,True,True,True,False,True,False,True
BMW,123064,85,petrol,black,subcompact,False,False,False,False,False,False,True
Mitsubishi,350615,170,petrol,black,suv,True,False,False,False,False,False,True
Mercedes,29782,105,diesel,black,hatchback,False,True,False,False,False,False,False
Citroën,182401,122,diesel,brown,hatchback,False,True,False,False,False,False,True
Peugeot,114699,100,diesel,black,sedan,False,True,False,False,False,True,True
Citroën,130624,120,diesel,blue,estate,True,True,False,False,False,False,True
Audi,210139,150,diesel,grey,estate,False,True,False,False,True,False,True
BMW,256418,110,diesel,grey,suv,True,True,False,True,False,False,True
BMW,67330,85,diesel,blue,hatchback,False,False,False,False,True,False,True
BMW,129990,85,diesel,blue,hatchback,False,False,False,False,False,False,True
Toyota,27920,110,diesel,brown,van,True,True,False,False,False,False,True
BMW,136286,85,diesel,black,hatchback,False,False,False,False,False,False,True
BMW,145047,230,diesel,blue,suv,True,True,True,True,True,True,True
Renault,76718,120,diesel,grey,sedan,True,True,True,False,False,False,True
Renault,70495,85,diesel,brown,estate,False,True,False,False,False,False,True
BMW,76016,85,diesel,blue,subcompact,True,True,True,False,False,False,True
Audi,130588,160,diesel,black,estate,False,True,False,False,False,False,False
Audi,179584,105,diesel,black,estate,True,True,False,False,True,False,True
Peugeot,138592,105,diesel,black,sedan,False,True,False,False,False,False,True
Citroën,159213,135,diesel,silver,estate,False,True,False,False,False,False,True
Peugeot,187294,105,petrol,red,convertible,True,False,False,False,False,True,True
Peugeot,137756,100,diesel,blue,estate,True,True,True,False,False,False,True
Renault,137042,120,diesel,grey,estate,True,True,False,False,False,False,True
SEAT,154328,190,diesel,orange,suv,True,True,False,False,True,True,True
Citroën,146490,120,diesel,white,estate,True,False,False,False,True,False,True
Citroën,166671,122,diesel,white,estate,True,True,False,False,True,False,True
BMW,159542,85,diesel,brown,hatchback,True,True,False,False,False,False,True
Peugeot,24452,270,petrol,grey,convertible,True,False,False,False,False,False,True
Citroën,108993,120,diesel,grey,estate,False,True,False,False,True,True,True
Renault,153632,120,diesel,grey,sedan,True,True,False,False,False,True,True
Citroën,240562,130,diesel,black,estate,True,True,True,False,True,True,True
BMW,190627,85,diesel,black,subcompact,False,True,False,False,False,False,True
Mitsubishi,86514,190,diesel,black,suv,True,True,True,True,False,False,True
Peugeot,171446,100,diesel,blue,estate,False,True,False,False,False,False,True
Nissan,203030,120,diesel,black,suv,True,True,False,False,False,False,True
Citroën,143954,135,diesel,black,estate,False,True,False,False,True,False,True
Citroën,194192,120,diesel,beige,convertible,True,True,False,False,True,False,True
Citroën,176414,135,diesel,black,estate,True,True,False,False,True,True,True
BMW,188942,85,petrol,brown,subcompact,False,False,False,False,False,False,True
Renault,46738,85,diesel,black,estate,False,False,False,False,False,False,False
Citroën,137418,135,diesel,blue,estate,True,True,True,False,False,True,True
Citroën,365262,120,diesel,grey,sedan,True,False,False,False,False,False,True
Audi,227964,120,diesel,grey,sedan,True,True,False,False,False,False,True
BMW,181017,120,diesel,silver,suv,True,True,True,True,False,False,True
BMW,50098,105,diesel,grey,suv,False,False,False,False,False,False,False
Ferrari,181873,155,diesel,black,sedan,True,True,False,False,True,False,True
BMW,136416,135,diesel,black,suv,False,True,False,True,False,False,True
Peugeot,157157,105,diesel,black,estate,True,True,False,False,False,False,True
Audi,181186,105,diesel,grey,estate,False,True,False,False,True,False,True
Audi,223394,155,diesel,black,estate,True,True,False,True,True,False,True
BMW,148480,85,diesel,blue,hatchback,False,True,False,False,False,False,True
Renault,47064,140,diesel,black,estate,True,True,False,False,False,True,True
BMW,83814,140,diesel,black,suv,True,True,False,True,True,False,True
Renault,126937,135,diesel,blue,sedan,True,True,False,False,True,True,False
BMW,238587,85,diesel,black,hatchback,False,True,True,False,True,False,False
Audi,260969,150,diesel,black,estate,True,True,True,False,True,True,True
Citroën,243080,110,diesel,grey,subcompact,False,False,True,False,False,True,True
Peugeot,153125,105,diesel,white,estate,False,False,False,False,True,False,True
Peugeot,78425,100,diesel,beige,estate,False,True,False,False,False,False,True
Citroën,183297,120,diesel,white,convertible,False,False,False,False,True,False,True
BMW,107688,140,diesel,white,suv,False,False,True,False,False,False,True
Renault,95241,85,diesel,black,sedan,True,True,False,False,False,False,True
BMW,60828,90,petrol,black,hatchback,False,False,False,False,False,False,True
Citroën,100669,120,diesel,black,estate,True,False,False,False,True,False,True
Renault,243596,230,diesel,grey,sedan,True,True,False,False,False,False,True
Renault,160598,85,diesel,black,sedan,False,False,False,False,False,False,True
Ferrari,176689,155,diesel,grey,sedan,True,True,False,False,False,False,True
Renault,174015,120,diesel,grey,estate,True,True,False,False,True,False,True
BMW,155570,85,diesel,black,hatchback,False,True,False,False,False,False,True
Citroën,149888,120,diesel,white,hatchback,True,True,False,False,True,False,True
Renault,172414,120,diesel,grey,estate,True,True,False,False,False,False,True
Subaru,90300,155,diesel,blue,suv,True,True,False,True,True,False,True
