model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires
Volkswagen,152216,100,diesel,silver,hatchback,True,True,False,False,True,True,True
Peugeot,61495,100,diesel,black,estate,False,True,False,False,False,False,True
Nissan,87299,105,diesel,grey,suv,True,False,True,False,True,False,True
Peugeot,127374,100,diesel,grey,estate,False,True,False,False,False,False,True
Ford,109592,155,diesel,black,hatchback,True,False,True,False,True,True,True
Peugeot,193416,105,diesel,black,estate,False,True,False,False,True,False,True
Citroën,192784,120,diesel,grey,sedan,False,True,False,False,False,False,True
Peugeot,106603,100,diesel,black,sedan,True,True,False,False,False,False,True
Mitsubishi,119639,230,diesel,white,suv,True,True,True,True,False,True,True
Citroën,171266,120,diesel,white,estate,True,True,False,False,True,True,True
Nissan,140752,105,diesel,black,suv,False,False,False,False,False,False,False
Renault,124329,135,petrol,black,estate,True,True,False,False,True,False,True
Subaru,97469,280,diesel,black,suv,True,True,True,True,True,False,True
Audi,150586,190,diesel,black,sedan,True,True,False,False,False,True,True
Citroën,110668,120,diesel,black,sedan,False,False,False,False,False,False,True
Peugeot,83691,105,diesel,black,estate,True,True,False,False,False,False,True
Citroën,159883,120,diesel,white,estate,False,True,False,False,True,False,True
Renault,165356,135,diesel,grey,estate,False,True,False,False,True,False,True
BMW,200985,85,diesel,grey,hatchback,False,True,False,False,True,False,True
BMW,77851,135,diesel,white,suv,False,False,False,False,False,False,False
Citroën,176136,120,diesel,black,sedan,False,True,False,False,True,True,True
Renault,177646,135,diesel,blue,estate,True,True,False,False,True,False,True
Citroën,53159,135,diesel,grey,estate,False,True,False,False,False,False,False
Mitsubishi,100943,190,diesel,grey,suv,False,True,True,False,False,False,False
Citroën,113964,90,diesel,black,hatchback,True,False,False,False,False,False,True
Peugeot,93702,105,diesel,silver,estate,False,False,False,False,False,False,False
Nissan,183972,105,diesel,white,suv,False,True,False,False,False,False,True
Citroën,145903,135,diesel,white,estate,False,True,False,True,False,True,True
Citroën,191634,120,diesel,black,sedan,True,True,False,False,False,True,True
Citroën,205219,145,diesel,grey,convertible,True,True,False,False,True,True,True
Peugeot,223140,100,diesel,black,estate,False,True,False,False,True,False,True
Peugeot,131871,100,diesel,blue,estate,False,True,False,False,False,True,True
Peugeot,83190,100,petrol,blue,estate,True,True,False,False,False,False,True
Renault,205474,135,diesel,black,estate,True,True,True,False,True,False,True
BMW,109377,85,diesel,black,hatchback,False,True,False,False,False,False,True
Mitsubishi,158332,210,diesel,black,suv,True,True,False,False,True,False,True
BMW,169094,85,diesel,black,hatchback,False,True,False,False,False,False,True
Mitsubishi,112432,155,diesel,grey,suv,True,True,True,True,True,False,True
Opel,173353,135,diesel,silver,sedan,False,True,False,True,True,True,True
Renault,172602,85,diesel,black,sedan,False,True,False,False,False,False,True
BMW,129562,85,diesel,grey,hatchback,True,False,False,False,False,False,True
BMW,152055,85,diesel,black,hatchback,True,False,True,False,True,True,True
BMW,71138,85,diesel,black,hatchback,False,True,False,False,False,False,True
Mitsubishi,62957,190,diesel,brown,suv,True,True,True,True,True,True,True
Mitsubishi,96985,160,diesel,black,suv,True,True,False,True,True,False,True
BMW,106088,135,diesel,black,suv,True,True,True,False,False,False,True
Peugeot,12508,110,diesel,white,estate,False,False,False,False,False,False,False
Peugeot,125724,105,diesel,grey,estate,False,False,False,False,True,True,True
Renault,86666,135,diesel,blue,sedan,False,True,False,False,True,False,True
Peugeot,176054,105,diesel,white,estate,True,True,True,False,False,False,True
Nissan,72639,85,diesel,blue,suv,False,False,False,False,False,False,True
BMW,108222,135,diesel,white,suv,False,True,False,True,True,False,True
Citroën,124287,120,diesel,grey,sedan,False,True,False,False,False,False,True
BMW,13412,100,diesel,black,suv,True,True,False,False,False,False,True
BMW,137574,85,diesel,blue,hatchback,True,True,False,False,False,True,True
Renault,224805,135,diesel,black,sedan,False,True,False,False,False,False,True
Renault,50522,120,diesel,grey,estate,True,False,False,False,True,False,True
Peugeot,160865,100,diesel,grey,estate,False,True,False,False,True,False,True
Peugeot,154190,105,diesel,black,estate,False,True,False,False,True,False,True
BMW,85989,90,petrol,black,hatchback,False,False,False,False,False,False,True
Volkswagen,17013,75,petrol,white,hatchback,False,False,False,False,False,False,True
Citroën,223391,120,diesel,blue,sedan,True,True,False,False,True,False,True
Renault,165114,120,diesel,grey,estate,True,True,True,False,True,False,True
Toyota,43278,100,diesel,black,van,False,True,False,False,False,False,True
Peugeot,147097,105,diesel,black,estate,False,False,False,False,False,False,False
Audi,116707,135,diesel,beige,hatchback,True,True,False,False,True,False,True
Toyota,81230,100,diesel,black,van,False,True,False,False,False,False,True
Renault,133371,140,diesel,grey,estate,True,True,True,False,False,True,True
Audi,137757,160,diesel,black,estate,True,True,False,True,True,True,True
BMW,55219,85,diesel,grey,subcompact,False,True,False,False,False,False,True
BMW,156699,85,diesel,blue,hatchback,False,True,False,False,True,False,False
Renault,152942,85,diesel,black,estate,False,True,False,False,False,False,True
Renault,156998,85,diesel,grey,sedan,True,True,False,False,False,False,True
Renault,164633,85,diesel,black,estate,True,True,False,False,True,True,True
BMW,181016,85,diesel,black,hatchback,False,True,False,False,True,False,True
Citroën,165322,120,diesel,black,estate,True,True,False,False,False,False,True
Peugeot,238592,90,diesel,grey,estate,False,True,False,False,False,False,True
Renault,93866,140,diesel,black,estate,False,False,False,False,False,False,False
Nissan,191958,100,diesel,grey,suv,False,True,False,False,False,False,True
Renault,119035,135,diesel,grey,estate,False,True,True,False,True,False,True
Citroën,134590,127,petrol,black,sedan,True,True,False,False,True,True,True
BMW,70033,85,diesel,blue,hatchback,False,True,False,False,False,False,True
Audi,154184,135,diesel,grey,hatchback,False,True,False,False,True,True,True
BMW,169680,135,diesel,silver,suv,True,True,False,True,False,True,True
BMW,197123,135,diesel,black,suv,False,True,False,False,True,False,True
BMW,98390,100,diesel,grey,suv,False,True,False,False,False,False,True
BMW,180606,110,diesel,brown,suv,True,True,False,True,False,False,True
Citroën,188522,135,diesel,white,estate,True,True,False,False,True,False,True
Peugeot,183576,100,diesel,silver,estate,True,True,False,False,True,False,True
Citroën,107861,105,diesel,black,hatchback,False,False,False,False,False,True,True
Renault,135740,120,diesel,brown,estate,True,True,False,False,False,False,True
BMW,150919,85,diesel,grey,hatchback,False,True,False,False,False,False,True
Mercedes,121363,100,diesel,white,hatchback,True,True,True,False,True,True,True
BMW,130922,85,diesel,black,hatchback,False,False,False,False,False,False,True
BMW,60126,85,diesel,silver,subcompact,False,False,False,False,False,False,True
Citroën,175444,135,diesel,black,estate,False,True,False,False,False,False,True
Renault,146581,85,diesel,brown,estate,False,True,False,False,False,False,True
BMW,160044,210,diesel,silver,suv,True,True,True,False,True,True,True
Opel,55834,140,diesel,black,hatchback,False,True,False,False,True,True,True
Renault,300178,120,diesel,white,estate,True,True,False,False,True,False,True
Citroën,105054,120,diesel,brown,sedan,False,True,False,False,False,False,True
Citroën,168029,135,diesel,silver,estate,True,True,False,False,True,True,True
Mitsubishi,305854,173,diesel,grey,suv,True,True,True,True,True,False,True
BMW,127723,85,diesel,grey,hatchback,False,False,False,False,False,False,True
BMW,90083,85,diesel,brown,hatchback,False,False,False,False,False,False,True
Audi,164923,160,diesel,black,sedan,True,True,True,False,True,True,True
Renault,157439,140,diesel,grey,sedan,True,True,True,False,False,False,True
Citroën,160800,135,petrol,silver,estate,False,True,True,False,True,False,True
Renault,174614,85,diesel,black,hatchback,False,True,False,False,False,True,True
Audi,215671,155,diesel,silver,sedan,True,True,False,True,True,True,True
BMW,92385,135,diesel,silver,suv,False,True,False,False,False,False,True
Mitsubishi,127082,190,diesel,black,suv,True,True,True,True,False,True,True
Peugeot,102445,105,diesel,white,sedan,False,True,False,False,False,True,True
Citroën,180747,119,diesel,black,hatchback,False,False,False,False,False,False,True
Peugeot,153799,105,diesel,black,sedan,False,True,True,False,False,False,True
Audi,180280,110,diesel,brown,sedan,False,True,False,False,True,False,True
Audi,149229,230,diesel,blue,estate,True,True,False,True,True,True,True
Renault,146951,66,petrol,white,sedan,False,False,False,False,False,False,False
Peugeot,134174,100,diesel,grey,estate,False,True,False,False,False,True,True
BMW,169586,85,diesel,black,hatchback,False,False,False,False,False,False,True
BMW,155034,120,diesel,grey,suv,True,True,False,True,True,True,True
Peugeot,157577,105,diesel,white,estate,False,True,True,False,True,False,True
Renault,96412,140,diesel,black,sedan,True,True,False,False,True,False,True
Peugeot,114751,105,diesel,grey,estate,False,True,False,False,False,True,True
Renault,157271,230,diesel,black,sedan,True,True,True,False,True,False,True
Mitsubishi,274285,155,diesel,grey,suv,True,True,False,True,False,True,True
Renault,37619,240,petrol,black,coupe,True,False,False,False,True,True,True
Peugeot,321206,90,diesel,silver,estate,True,False,False,False,False,False,True
BMW,71037,85,diesel,blue,hatchback,True,True,False,False,True,True,True
Citroën,181976,120,diesel,blue,estate,True,True,False,False,True,True,True
Nissan,183147,105,diesel,black,suv,False,False,False,True,False,False,True
Renault,173335,120,diesel,grey,sedan,True,True,False,False,False,False,True
Citroën,123100,120,diesel,black,sedan,False,True,False,False,False,False,True
Audi,151177,135,diesel,black,sedan,False,True,False,False,True,True,True
Citroën,205558,120,diesel,black,sedan,False,True,False,False,True,False,True
Renault,107339,120,diesel,brown,sedan,True,True,False,False,True,False,True
Citroën,99533,120,diesel,grey,sedan,True,True,False,False,False,False,True
BMW,141523,135,diesel,silver,suv,False,True,False,True,False,False,True
Audi,245059,150,diesel,black,estate,True,True,False,False,True,False,True
Nissan,133577,120,diesel,black,suv,True,True,True,False,True,False,True
BMW,211183,135,diesel,brown,suv,False,True,False,False,True,False,True
Peugeot,166683,100,diesel,black,estate,True,True,False,False,False,False,True
Mitsubishi,100304,230,diesel,black,suv,True,True,True,True,False,True,True
Nissan,171004,100,diesel,grey,suv,True,False,False,False,False,False,True
Renault,70494,120,diesel,black,estate,True,True,False,False,False,False,True
Mitsubishi,203009,160,diesel,black,suv,False,True,False,True,True,False,True
BMW,121953,85,diesel,grey,hatchback,False,False,False,False,False,False,True
Mitsubishi,122759,190,diesel,silver,suv,True,True,True,True,True,False,True
Citroën,188784,105,diesel,black,hatchback,False,False,False,False,False,False,True
Audi,95534,160,diesel,black,estate,True,True,False,True,False,True,True
BMW,182391,190,diesel,black,suv,True,True,True,True,True,False,True
Peugeot,125372,105,diesel,blue,estate,False,True,False,False,False,False,True
Volkswagen,101439,135,diesel,grey,hatchback,True,True,True,False,True,True,True
BMW,129733,135,diesel,grey,suv,True,True,False,True,True,False,True
Audi,193694,160,diesel,brown,estate,True,True,False,False,True,True,True
Renault,178568,120,diesel,grey,sedan,True,True,False,False,False,False,True
BMW,129317,180,petrol,white,estate,False,True,True,False,True,True,True
Audi,160934,233,diesel,black,sedan,False,True,True,False,True,True,True
Citroën,148909,135,diesel,blue,estate,False,False,False,False,False,False,False
Citroën,284716,110,diesel,grey,estate,True,False,False,False,True,False,True
Citroën,192323,120,diesel,blue,sedan,True,True,False,False,True,False,True
Mitsubishi,113216,230,diesel,silver,suv,True,True,False,True,True,True,True
Audi,193500,100,diesel,black,estate,True,True,False,False,True,False,True
Peugeot,136709,100,diesel,brown,sedan,True,True,True,False,False,False,True
Opel,27547,120,diesel,brown,hatchback,True,True,True,False,True,False,True
Peugeot,116012,100,petrol,black,sedan,False,True,False,False,True,False,False
Volkswagen,113709,120,diesel,black,hatchback,True,True,False,False,True,True,True
Citroën,113448,135,diesel,black,sedan,False,True,False,False,False,False,True
BMW,181208,85,diesel,white,hatchback,True,False,False,False,False,False,True
Peugeot,157661,100,diesel,blue,estate,False,True,False,False,False,False,True
BMW,132937,85,diesel,black,subcompact,False,True,False,False,False,False,True
BMW,55748,190,diesel,blue,suv,True,True,False,False,True,False,True
Citroën,73515,135,petrol,blue,estate,True,True,True,False,False,False,True
Citroën,171877,120,diesel,black,estate,False,False,True,False,False,False,False
Audi,122370,100,diesel,grey,estate,True,True,False,False,True,False,True
Nissan,75800,120,diesel,brown,suv,False,True,True,False,False,False,True
Citroën,196234,105,diesel,blue,hatchback,False,True,False,False,True,False,True
Citroën,50222,135,diesel,grey,coupe,False,False,False,False,False,False,False
Peugeot,98097,85,petrol,blue,sedan,True,False,False,False,False,False,True
Subaru,164866,210,diesel,grey,suv,True,True,True,True,True,True,True
Renault,134724,135,diesel,grey,estate,False,True,False,True,True,False,True
Peugeot,110835,105,diesel,grey,sedan,False,False,False,False,False,False,True
Audi,181011,190,diesel,blue,estate,True,True,False,True,True,True,True
Audi,136009,190,diesel,silver,estate,True,True,False,True,False,False,True
BMW,83305,135,diesel,silver,suv,False,True,True,True,True,False,True
Audi,57626,155,diesel,black,sedan,True,True,True,True,True,False,True
Audi,96830,190,diesel,black,sedan,True,True,False,True,True,True,True
Renault,52378,120,diesel,black,estate,True,True,False,False,True,False,True
Renault,129329,135,diesel,silver,estate,False,True,False,False,True,False,True
Peugeot,167029,100,diesel,brown,estate,True,True,False,False,False,False,True
Citroën,96260,135,diesel,white,coupe,False,True,False,False,True,True,True
BMW,79420,85,diesel,orange,subcompact,True,True,False,False,True,False,True
Mitsubishi,112145,190,diesel,white,suv,True,True,True,True,False,True,True
Volkswagen,81394,120,diesel,grey,hatchback,True,True,False,False,True,False,True
Renault,89102,120,diesel,black,sedan,True,True,False,False,False,False,True
Renault,164060,120,diesel,brown,estate,True,True,False,False,False,False,True
Renault,217498,110,diesel,blue,sedan,True,True,False,False,False,False,True
BMW,97884,85,diesel,brown,hatchback,True,True,False,False,False,False,True
Peugeot,131597,100,diesel,black,estate,False,True,False,False,True,False,True
Renault,200436,85,diesel,grey,sedan,True,True,False,False,False,False,True
Audi,225618,190,diesel,black,sedan,False,True,False,True,False,False,True
BMW,116893,135,diesel,silver,suv,True,True,False,True,False,True,True
Citroën,171327,120,diesel,black,estate,True,True,False,False,False,True,True
BMW,191968,135,diesel,white,suv,True,True,False,True,True,True,True
Citroën,191372,120,diesel,grey,sedan,False,True,False,False,True,False,True
Mercedes,104296,105,diesel,grey,sedan,False,True,True,False,False,True,True
Citroën,260531,110,diesel,grey,estate,False,False,False,False,False,False,True
Citroën,100414,120,diesel,white,sedan,True,True,False,False,True,False,True
BMW,165288,120,diesel,black,suv,True,True,False,True,False,False,True
Nissan,172198,137,diesel,black,suv,True,True,False,False,True,False,True
Citroën,75254,120,diesel,blue,estate,True,True,False,False,True,False,True
Renault,179630,85,diesel,black,estate,False,True,True,False,False,False,True
Nissan,113479,105,diesel,white,suv,False,True,False,False,False,False,True
Citroën,122383,120,diesel,brown,estate,True,True,False,False,False,False,True
Mitsubishi,80966,190,diesel,black,suv,True,True,False,True,False,False,True
Citroën,153383,135,diesel,black,estate,False,True,False,False,True,False,True
Renault,92527,230,diesel,blue,coupe,True,True,True,False,False,False,True
Peugeot,46133,100,diesel,brown,estate,True,True,False,False,True,False,True
Citroën,201537,120,diesel,silver,sedan,False,True,True,False,False,False,True
BMW,132100,120,diesel,blue,suv,True,True,True,True,True,False,True
Nissan,120600,85,diesel,black,suv,False,True,True,False,False,False,False
Mitsubishi,111962,190,diesel,black,suv,True,True,False,False,True,False,True
BMW,100860,135,diesel,white,suv,True,True,False,True,True,True,True
Peugeot,156885,100,diesel,grey,estate,False,False,False,False,False,False,True
Audi,133036,190,diesel,black,sedan,True,True,True,True,True,True,True
BMW,145533,140,diesel,black,suv,True,True,True,True,True,True,True
BMW,61316,85,diesel,grey,hatchback,True,False,False,False,True,True,True
BMW,89191,85,diesel,black,hatchback,False,False,False,False,False,False,True
Renault,175118,120,diesel,black,sedan,True,True,False,False,False,False,True
Citroën,79130,135,diesel,black,sedan,False,True,False,False,False,False,True
Audi,130450,190,diesel,blue,estate,True,True,True,True,True,False,True
Citroën,186656,105,diesel,black,hatchback,False,False,False,False,False,False,True
Peugeot,196092,85,petrol,blue,convertible,True,False,False,False,False,False,False
Citroën,164900,120,diesel,grey,estate,False,True,True,False,True,True,True
Renault,147955,85,diesel,grey,sedan,False,False,False,False,False,True,True
Renault,151088,120,diesel,blue,sedan,True,True,False,False,True,True,True
Peugeot,146338,105,diesel,black,estate,False,True,False,False,False,False,True
Renault,136908,120,diesel,grey,estate,True,True,False,False,False,False,True
Audi,189844,173,diesel,grey,estate,True,True,False,True,True,False,True
Citroën,165599,135,diesel,black,estate,True,True,False,False,True,False,True
Peugeot,186677,105,diesel,blue,sedan,False,False,False,False,False,False,True
Citroën,115427,120,diesel,silver,estate,False,True,False,False,False,True,True
Audi,140904,190,diesel,white,estate,False,True,True,False,True,True,True
Nissan,166020,130,diesel,black,suv,True,False,False,False,True,False,True
Nissan,170742,135,diesel,blue,suv,False,False,False,False,False,False,True
Renault,175756,120,diesel,blue,estate,True,True,False,False,True,False,True
Renault,99809,85,diesel,white,estate,False,True,False,False,False,False,True
Peugeot,174259,105,diesel,blue,estate,True,True,False,False,False,False,True
BMW,131543,135,diesel,black,suv,False,True,False,True,True,False,True
Citroën,135980,120,diesel,grey,estate,True,True,False,False,True,True,True
Renault,133621,230,diesel,black,hatchback,True,True,True,False,False,True,True
Peugeot,101573,100,diesel,brown,sedan,True,True,False,False,False,False,True
Audi,9406,110,diesel,black,estate,True,True,False,False,True,True,True
Peugeot,150739,105,diesel,black,estate,False,True,False,False,True,False,True
Mitsubishi,168055,190,diesel,black,suv,True,True,False,True,True,False,True
Mitsubishi,166268,280,diesel,blue,suv,True,True,True,True,False,True,True
Audi,178947,190,diesel,grey,estate,True,True,True,True,True,False,True
BMW,150971,100,diesel,white,suv,False,True,False,False,False,False,True
Nissan,81593,100,diesel,black,suv,True,True,True,False,False,False,True
Renault,129258,140,diesel,blue,estate,False,True,False,False,False,True,True
Nissan,170838,135,diesel,silver,suv,True,True,False,False,True,False,True
BMW,123406,85,diesel,grey,hatchback,False,False,False,False,False,False,True
Renault,166318,135,diesel,grey,sedan,True,True,True,False,True,True,True
Renault,171673,120,diesel,blue,sedan,True,True,False,False,False,False,True
Audi,73183,230,diesel,white,sedan,True,True,False,True,True,True,True
BMW,13657,80,petrol,silver,subcompact,False,True,False,False,False,False,True
Renault,128189,140,diesel,silver,sedan,False,True,False,False,True,False,True
Citroën,151391,120,diesel,grey,estate,False,True,False,False,False,True,True
Citroën,117271,135,diesel,blue,sedan,False,True,False,False,True,False,True
Citroën,91927,100,diesel,white,hatchback,False,True,False,False,True,True,True
Mitsubishi,40388,160,diesel,black,suv,True,True,False,True,True,True,True
Peugeot,75465,100,diesel,black,sedan,False,False,False,False,False,False,True
Nissan,180263,135,diesel,white,suv,True,True,True,True,True,True,True
Audi,187367,180,diesel,black,sedan,True,True,False,False,True,False,True
Peugeot,169930,105,diesel,red,sedan,False,True,True,False,False,True,True
Renault,362902,120,diesel,silver,estate,True,True,False,False,True,False,True
BMW,177379,110,diesel,green,suv,True,True,False,True,False,True,True
BMW,225661,120,diesel,green,suv,True,True,False,True,False,False,True
Renault,193231,85,diesel,black,estate,False,True,False,False,False,False,True
Audi,189444,120,diesel,silver,hatchback,True,True,False,True,True,False,True
Peugeot,115485,100,diesel,blue,sedan,True,True,False,False,False,False,True
SEAT,56981,230,diesel,black,suv,True,True,True,True,False,True,True
Audi,174412,192,diesel,blue,sedan,True,True,True,False,True,False,True
Audi,108675,230,diesel,grey,sedan,False,True,False,False,False,True,True
Peugeot,29925,309,petrol,silver,coupe,True,True,False,False,True,True,True
Mitsubishi,187080,173,diesel,silver,suv,True,True,True,True,True,False,True
BMW,107625,140,diesel,white,suv,False,False,True,False,False,False,True
Citroën,140324,135,diesel,silver,estate,False,False,False,False,False,False,False
Nissan,201199,130,diesel,black,suv,True,False,False,False,True,False,True
Nissan,80061,135,diesel,grey,suv,True,True,False,False,False,False,False
Renault,125082,85,diesel,blue,sedan,False,False,False,False,False,False,True
BMW,150447,100,diesel,grey,suv,True,True,False,False,False,False,True
Citroën,154203,135,diesel,white,estate,False,False,False,False,False,True,True
Renault,70516,135,diesel,white,hatchback,True,True,False,False,True,False,True
Citroën,125965,135,diesel,blue,coupe,False,True,False,False,True,True,True
BMW,192274,190,diesel,white,suv,False,True,False,True,True,False,True
Audi,178938,190,diesel,grey,sedan,False,False,False,False,False,False,False
BMW,75515,135,diesel,grey,suv,False,True,False,True,True,False,True
Citroën,200121,135,diesel,black,estate,False,True,False,False,False,False,True
Audi,190754,135,diesel,black,hatchback,True,True,False,False,True,True,True
Renault,131102,135,diesel,silver,sedan,True,True,False,False,True,False,True
Renault,126769,160,diesel,black,sedan,False,False,False,False,False,False,False
BMW,43694,85,diesel,blue,hatchback,True,True,False,False,False,False,True
BMW,174677,140,diesel,black,suv,True,True,False,True,True,False,True
Nissan,82406,100,diesel,black,suv,True,True,True,False,False,False,True
BMW,164843,135,diesel,white,suv,True,True,False,False,False,False,True
Renault,130445,85,diesel,grey,sedan,True,True,False,False,True,False,True
Peugeot,184496,100,diesel,blue,estate,False,False,False,False,False,False,True
Audi,154178,160,diesel,grey,estate,False,True,False,True,True,False,True
Audi,60988,160,diesel,black,sedan,True,False,False,False,True,False,True
Volkswagen,150373,70,diesel,brown,hatchback,False,True,False,False,False,False,True
Renault,116727,135,diesel,black,sedan,False,True,False,False,True,False,True
BMW,63507,135,diesel,grey,suv,False,False,False,False,False,False,False
Nissan,73869,160,diesel,blue,suv,True,False,False,True,False,False,True
Peugeot,183339,100,diesel,blue,estate,False,True,False,False,False,False,True
Audi,110342,190,diesel,white,estate,True,True,True,True,True,True,True
Renault,143356,85,diesel,blue,sedan,False,False,False,False,False,False,True
Audi,186203,190,diesel,black,estate,True,True,False,False,True,True,True
Mitsubishi,223269,210,diesel,grey,suv,True,True,False,False,True,True,True
Renault,140538,85,diesel,brown,estate,True,True,False,False,False,False,True
Peugeot,154764,105,diesel,black,estate,False,False,False,False,False,False,True
Citroën,158734,120,diesel,grey,sedan,False,True,False,False,False,False,True
Citroën,200160,120,diesel,blue,estate,False,True,False,False,False,False,True
Renault,83268,85,diesel,brown,estate,False,True,False,False,True,False,True
Peugeot,125547,100,diesel,brown,estate,True,True,False,False,False,False,True
Renault,135538,120,diesel,grey,estate,True,True,False,False,True,False,True
Renault,51346,120,diesel,grey,sedan,True,True,False,False,True,False,True
Renault,184724,120,diesel,grey,estate,True,True,True,False,True,False,True
Mitsubishi,96038,190,diesel,grey,suv,False,False,False,False,False,False,False
Mitsubishi,74305,190,diesel,black,suv,False,True,False,True,True,False,True
Citroën,54993,135,diesel,black,coupe,False,False,False,False,False,False,False
Mitsubishi,195580,155,diesel,grey,suv,True,True,False,True,True,False,True
Citroën,184727,120,diesel,brown,sedan,True,True,False,False,False,False,True
Renault,140083,140,diesel,black,estate,False,True,False,False,True,False,True
Audi,139557,155,diesel,grey,sedan,True,True,True,False,True,False,True
BMW,217179,85,diesel,black,hatchback,True,True,False,False,True,False,True
Renault,182837,230,diesel,grey,hatchback,True,True,True,False,True,True,True
Citroën,134304,120,diesel,black,estate,True,True,True,False,True,False,True
Nissan,124597,100,diesel,beige,suv,False,False,False,True,False,False,True
BMW,198866,230,diesel,silver,suv,True,True,False,True,True,True,True
Peugeot,71279,100,diesel,beige,sedan,True,True,False,False,False,False,True
BMW,49161,85,diesel,blue,hatchback,False,False,False,False,False,False,True
Peugeot,173982,105,diesel,blue,estate,True,True,False,False,False,False,True
Citroën,158998,135,diesel,black,sedan,True,True,False,False,True,True,True
Nissan,165433,160,diesel,black,suv,False,True,False,True,False,False,True
Audi,221435,100,diesel,black,sedan,True,True,False,False,True,False,True
Renault,144165,85,diesel,grey,estate,False,True,False,False,False,False,True
Peugeot,167761,105,diesel,brown,estate,False,True,False,False,True,True,True
Citroën,147324,135,diesel,blue,estate,True,True,True,False,True,True,True
Citroën,102178,120,petrol,grey,coupe,True,False,False,False,True,False,True
Peugeot,157129,100,diesel,blue,estate,True,True,True,False,True,False,True
Renault,484615,120,diesel,blue,estate,True,True,False,False,False,False,True
Citroën,136931,135,diesel,grey,estate,True,True,False,True,True,False,True
Audi,171609,100,diesel,black,estate,True,True,False,False,True,False,True
Citroën,166108,120,diesel,grey,estate,True,True,False,False,True,False,True
Citroën,297311,100,diesel,silver,sedan,True,False,False,False,False,True,True
Toyota,47391,85,diesel,blue,van,True,True,False,False,False,True,True
Citroën,77419,120,diesel,grey,estate,False,False,False,False,False,False,False
Renault,172847,135,petrol,white,sedan,False,True,False,False,False,False,True
Citroën,123696,135,diesel,silver,sedan,False,True,True,False,False,False,True
Peugeot,84106,135,diesel,white,hatchback,False,False,False,False,False,False,False
Peugeot,104424,100,diesel,grey,estate,True,True,False,False,False,False,True
Peugeot,185085,105,diesel,white,estate,False,True,False,False,False,False,True
BMW,132485,135,diesel,white,suv,True,True,False,False,False,False,True
BMW,66020,85,diesel,black,hatchback,True,True,False,False,False,False,True
Ford,29464,160,diesel,white,hatchback,False,False,False,False,False,False,False
Porsche,6572,75,hybrid_petrol,black,subcompact,True,True,True,False,False,False,True
BMW,120430,85,diesel,grey,hatchback,False,True,False,False,False,True,True
Citroën,208638,120,diesel,red,estate,False,True,False,False,True,True,True
Audi,269832,120,diesel,silver,estate,True,False,True,False,False,False,True
Citroën,101763,135,diesel,black,sedan,False,False,False,False,False,False,True
Audi,144816,150,diesel,grey,sedan,True,True,False,False,True,False,True
Peugeot,136993,100,diesel,black,sedan,False,True,False,False,False,True,True
Renault,220183,85,diesel,grey,estate,False,True,False,False,False,False,True
Peugeot,85814,100,diesel,black,estate,False,True,False,False,False,False,True
Audi,153039,230,diesel,black,sedan,True,True,False,True,True,False,True
Peugeot,199812,100,diesel,black,sedan,False,True,False,False,False,False,True
Audi,182009,190,diesel,blue,estate,True,True,False,True,True,True,True
Nissan,171831,100,diesel,white,suv,False,True,False,False,False,False,True
Mercedes,170733,105,diesel,grey,sedan,False,True,False,False,False,True,True
BMW,146918,85,diesel,white,hatchback,True,True,False,False,False,False,True
Peugeot,136810,100,diesel,white,sedan,False,True,False,False,True,True,True
BMW,126248,140,diesel,grey,suv,True,True,False,False,True,False,True
BMW,111140,85,diesel,white,subcompact,False,False,False,False,False,False,False
Audi,198559,100,diesel,black,sedan,True,True,False,False,True,False,True
Renault,79660,85,diesel,silver,estate,False,True,False,False,False,False,True
Renault,127812,140,diesel,black,sedan,True,True,False,False,True,True,True
Renault,209731,120,diesel,grey,estate,True,True,False,False,False,False,True
SEAT,103222,140,diesel,grey,suv,True,True,False,False,True,False,True
Peugeot,107246,135,diesel,blue,hatchback,False,False,False,False,False,False,False
BMW,184507,280,diesel,silver,estate,True,True,False,True,True,True,True
Citroën,140411,100,diesel,black,convertible,True,True,False,False,True,True,True
BMW,152031,135,diesel,blue,suv,True,True,True,True,True,True,True
BMW,161573,105,diesel,black,suv,True,True,True,False,True,True,True
BMW,72515,135,diesel,blue,suv,False,False,True,False,False,False,False
BMW,120395,140,diesel,black,suv,True,True,True,True,False,True,True
BMW,99369,135,diesel,silver,suv,True,True,True,True,True,True,True
Subaru,52777,230,diesel,grey,suv,True,True,False,True,False,False,True
Mercedes,131006,105,diesel,black,sedan,True,True,False,False,False,False,True
Peugeot,150002,100,diesel,red,estate,False,True,False,False,False,True,True
BMW,25822,85,diesel,white,hatchback,False,True,False,False,False,False,True
Renault,154617,120,diesel,white,sedan,True,True,False,False,True,False,True
Audi,205478,155,diesel,black,estate,False,True,False,False,True,False,True
Audi,78311,100,diesel,silver,sedan,True,True,False,False,False,False,True
Audi,219120,150,diesel,black,sedan,True,True,True,False,True,True,True
Audi,103395,100,diesel,grey,sedan,True,True,False,False,True,False,True
Suzuki,67798,190,diesel,black,suv,True,True,True,True,False,True,True
Audi,234787,230,diesel,black,estate,True,True,False,True,True,True,True
Citroën,107697,120,diesel,blue,estate,True,True,False,False,False,False,True
